left_knee_angle,nose_conf,left_eye_conf,right_eye_conf,left_ear_conf,right_ear_conf,left_shoulder_conf,right_shoulder_conf,left_elbow_conf,right_elbow_conf,left_wrist_conf,right_wrist_conf,left_hip_conf,right_hip_conf,left_knee_conf,right_knee_conf,left_ankle_conf,right_ankle_conf,accel_x,gyro_x,accel_y,gyro_y,accel_z,gyro_z,accel_magnitude,label,timestamp
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,1.1684619282456775e-06,0.0239717896394799,0.199999999986347,0.0438788479962785,1.000009347695426,4.673847712663649e-07,1.000009347695426,moderate,1743645758.934849
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.0126019121831847,0.0293097826070498,0.1984055625160474,0.0405084761936002,1.100815297465478,0.0050005789509652,1.100815297465478,poor,1743645759.03539
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.0249987754590666,0.0341794095794835,0.1936497996440705,0.0364933961258459,1.1999902036725332,0.0096820157179907,1.1999902036725332,moderate,1743645759.1359062
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.0369969828825032,0.0385043189905417,0.1858087539120992,0.0318969813473721,1.2959758630600264,0.0137487265758104,1.2959758630600264,good,1743645759.2364197
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.0484115728868488,0.0422175387450505,0.1750007955481497,0.0267895394195225,1.3872925830947906,0.0169441275378715,1.3872925830947906,moderate,1743645759.3369863
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.0590544052196161,0.0452575081401406,0.1614010808409581,0.0212545984893881,1.4724352417569289,0.0190628896617319,1.4724352417569289,moderate,1743645759.4375567
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.069305518205823,0.0476911799635547,0.1441769072524768,0.0150183672109797,1.5544441456465847,0.0199845105408915,1.5544441456465847,moderate,1743645759.5441792
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.0778266335360894,0.0492020357189349,0.1255868641608547,0.0088971726471194,1.6226130682887154,0.0195480057079869,1.6226130682887154,moderate,1743645759.644591
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.0851127058967544,0.0499306685698169,0.1049919481661824,0.0026321732790785,1.6809016471740357,0.0178722976115911,1.6809016471740357,moderate,1743645759.745041
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.091035229062789,0.0498655978783335,0.0827668307834853,-0.0036636250130628,1.7282818325023128,0.0150693947983513,1.7282818325023128,moderate,1743645759.845313
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.0955210527754597,0.0490075555355001,0.059185419713569,-0.0099125930227599,1.764168422203678,0.0113069071999951,1.764168422203678,moderate,1743645759.9457684
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.0984886638113128,0.047367796965318,0.0346400404539138,-0.0160091164856905,1.7879093104905026,0.0068233025973515,1.7879093104905026,moderate,1743645760.0463128
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.0998851490884059,0.0449772792115527,0.0095826909763216,-0.021841345075934,1.7990811927072476,0.001914337033676,1.7990811927072476,moderate,1743645760.1466968
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.0996960574785463,0.0418782133138677,-0.0155815433426069,-0.0273169407078865,1.7975684598283708,-0.003106836881378,1.7975684598283708,moderate,1743645760.2468996
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.0979297013344282,0.0381182257855451,-0.0404857306491897,-0.0323573927095833,1.783437610675426,-0.0079295110215625,1.783437610675426,moderate,1743645760.3470483
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.0946135695631054,0.0337544204428345,-0.0647540718264852,-0.036886841835109,1.7569085565048437,-0.0122532277584989,1.7569085565048437,moderate,1743645760.447216
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.089800558902333,0.028856722822078,-0.08799680950645,-0.0408324570405671,1.718404471218664,-0.0158043253506027,1.718404471218664,moderate,1743645760.5473795
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.0835680122115409,0.023503494970997,-0.1098432944701084,-0.0441314595741894,1.6685440976923278,-0.0183587715472678,1.6685440976923278,moderate,1743645760.647524
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.0760122197917928,0.0177774393539528,-0.1299560301382613,-0.0467328861725501,1.6080977583343432,-0.0197564926522767,1.6080977583343432,moderate,1743645760.747687
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.0672562191110701,0.011771724220188,-0.1480081212756073,-0.0485945110983106,1.5380497528885613,-0.0199089332694601,1.5380497528885613,moderate,1743645760.847824
